Query_Accession	Target_Accession	Percent_Identity	Alignment_Length	Mismatches	Gap_Open	Query_Start	Query_End	Target_Start	Target_End	E_value	Score	Percent_Positive
sp|P18177.3|TOXB_CLODI:800-1814	WP_107586725.1	99.901	1015	1	0	1	1015	801	1815	0.0	1206	100.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_074050198.1	99.803	1015	2	0	1	1015	800	1814	0.0	1206	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_095899732.1	99.803	1015	2	0	1	1015	800	1814	0.0	1206	100.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_022621971.1	100.000	1015	0	0	1	1015	800	1814	0.0	1206	100.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_021424365.1	99.901	1015	1	0	1	1015	800	1814	0.0	1206	100.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_021418418.1	99.704	1015	3	0	1	1015	800	1814	0.0	1206	100.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_021402343.1	99.803	1015	2	0	1	1015	800	1814	0.0	1206	100.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_095926629.1	99.901	1015	1	0	1	1015	800	1814	0.0	1206	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_095941654.1	99.803	1015	2	0	1	1015	800	1814	0.0	1206	100.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_074105914.1	99.901	1015	1	0	1	1015	800	1814	0.0	1206	99.90
sp|P18177.3|TOXB_CLODI:800-1814	PPS86364.1	99.901	1015	1	0	1	1015	800	1814	0.0	1205	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_103891791.1	99.803	1015	2	0	1	1015	800	1814	0.0	1205	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_095908671.1	99.803	1015	2	0	1	1015	800	1814	0.0	1205	99.80
sp|P18177.3|TOXB_CLODI:800-1814	WP_074433724.1	99.803	1015	2	0	1	1015	800	1814	0.0	1205	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_021417070.1	99.803	1015	2	0	1	1015	800	1814	0.0	1205	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_074081111.1	99.803	1015	2	0	1	1015	800	1814	0.0	1204	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_021371861.1	99.803	1015	2	0	1	1015	800	1814	0.0	1204	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_095891579.1	99.901	1015	1	0	1	1015	800	1814	0.0	1204	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_021360236.1	99.803	1015	2	0	1	1015	800	1814	0.0	1204	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_021370125.1	99.901	1015	1	0	1	1015	800	1814	0.0	1204	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_108840838.1	99.212	1015	8	0	1	1015	801	1815	0.0	1203	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_095906612.1	99.803	1015	2	0	1	1015	800	1814	0.0	1203	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_095908955.1	99.212	1015	8	0	1	1015	801	1815	0.0	1203	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_077710317.1	99.803	1015	2	0	1	1015	800	1814	0.0	1203	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_003426838.1	99.212	1015	8	0	1	1015	801	1815	0.0	1203	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_095902686.1	99.212	1015	8	0	1	1015	801	1815	0.0	1203	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_095895905.1	99.113	1015	9	0	1	1015	801	1815	0.0	1203	99.80
sp|P18177.3|TOXB_CLODI:800-1814	WP_021418106.1	99.901	1015	1	0	1	1015	800	1814	0.0	1203	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_107598870.1	99.212	1015	8	0	1	1015	801	1815	0.0	1202	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_114108724.1	99.704	1015	3	0	1	1015	800	1814	0.0	1202	99.80
sp|P18177.3|TOXB_CLODI:800-1814	WP_096000792.1	99.113	1015	9	0	1	1015	801	1815	0.0	1202	99.80
sp|P18177.3|TOXB_CLODI:800-1814	AAG18011.1	99.113	1015	9	0	1	1015	801	1815	0.0	1202	99.90
sp|P18177.3|TOXB_CLODI:800-1814	WP_095915982.1	99.310	1015	7	0	1	1015	800	1814	0.0	1201	99.80
sp|P18177.3|TOXB_CLODI:800-1814	CAA80815.1	98.916	1015	11	0	1	1015	801	1815	0.0	1199	99.70
sp|P18177.3|TOXB_CLODI:800-1814	WP_109277407.1	98.410	1006	16	0	1	1006	800	1805	0.0	1197	99.50
sp|P18177.3|TOXB_CLODI:800-1814	WP_087565758.1	98.310	1006	17	0	1	1006	800	1805	0.0	1197	99.50
sp|P18177.3|TOXB_CLODI:800-1814	WP_066024893.1	98.211	1006	18	0	1	1006	800	1805	0.0	1197	99.50
sp|P18177.3|TOXB_CLODI:800-1814	WP_077709087.1	98.310	1006	17	0	1	1006	800	1805	0.0	1197	99.50
sp|P18177.3|TOXB_CLODI:800-1814	WP_077735378.1	98.310	1006	17	0	1	1006	800	1805	0.0	1197	99.50
sp|P18177.3|TOXB_CLODI:800-1814	WP_074115581.1	98.211	1006	18	0	1	1006	800	1805	0.0	1197	99.60
sp|P18177.3|TOXB_CLODI:800-1814	KJF64190.1	98.211	1006	18	0	1	1006	800	1805	0.0	1197	99.50
sp|P18177.3|TOXB_CLODI:800-1814	AGG91603.1	98.310	1006	17	0	1	1006	800	1805	0.0	1197	99.50
sp|P18177.3|TOXB_CLODI:800-1814	WP_065977850.1	98.211	1006	18	0	1	1006	800	1805	0.0	1196	99.60
sp|P18177.3|TOXB_CLODI:800-1814	WP_021374582.1	98.211	1006	18	0	1	1006	800	1805	0.0	1194	99.40
sp|P18177.3|TOXB_CLODI:800-1814	WP_107602706.1	95.074	1015	50	0	1	1015	800	1814	0.0	1189	97.73
sp|P18177.3|TOXB_CLODI:800-1814	WP_107614886.1	95.074	1015	50	0	1	1015	801	1815	0.0	1189	97.73
sp|P18177.3|TOXB_CLODI:800-1814	WP_107618814.1	95.074	1015	50	0	1	1015	801	1815	0.0	1188	97.73
sp|P18177.3|TOXB_CLODI:800-1814	WP_107572157.1	95.074	1015	50	0	1	1015	800	1814	0.0	1188	97.73
sp|P18177.3|TOXB_CLODI:800-1814	WP_074436115.1	95.074	1015	50	0	1	1015	800	1814	0.0	1188	97.73
sp|P18177.3|TOXB_CLODI:800-1814	WP_003418170.1	95.074	1015	50	0	1	1015	800	1814	0.0	1188	97.73
sp|P18177.3|TOXB_CLODI:800-1814	6AR6_A	99.013	1013	10	0	1	1013	797	1809	0.0	1186	99.11
sp|P18177.3|TOXB_CLODI:800-1814	WP_074080716.1	96.158	1015	39	0	1	1015	800	1814	0.0	1186	98.42
sp|P18177.3|TOXB_CLODI:800-1814	WP_107588123.1	91.626	1015	85	0	1	1015	801	1815	0.0	1186	96.26
sp|P18177.3|TOXB_CLODI:800-1814	WP_070440603.1	89.852	1015	103	0	1	1015	801	1815	0.0	1182	95.17
sp|P18177.3|TOXB_CLODI:800-1814	WP_095904262.1	90.542	1015	96	0	1	1015	800	1814	0.0	1181	95.57
sp|P18177.3|TOXB_CLODI:800-1814	WP_074076241.1	89.852	1015	103	0	1	1015	800	1814	0.0	1181	95.17
sp|P18177.3|TOXB_CLODI:800-1814	WP_095893013.1	89.557	1015	106	0	1	1015	800	1814	0.0	1181	95.17
sp|P18177.3|TOXB_CLODI:800-1814	WP_021407033.1	90.542	1015	96	0	1	1015	800	1814	0.0	1179	95.47
sp|P18177.3|TOXB_CLODI:800-1814	WP_009888442.1	90.542	1015	96	0	1	1015	800	1814	0.0	1179	95.47
sp|P18177.3|TOXB_CLODI:800-1814	WP_107578523.1	89.557	1015	106	0	1	1015	801	1815	0.0	1178	95.07
sp|P18177.3|TOXB_CLODI:800-1814	WP_103950673.1	89.458	1015	107	0	1	1015	800	1814	0.0	1178	95.07
sp|P18177.3|TOXB_CLODI:800-1814	WP_102814932.1	89.458	1015	107	0	1	1015	800	1814	0.0	1177	94.98
sp|P18177.3|TOXB_CLODI:800-1814	WP_105014228.1	89.261	1015	109	0	1	1015	801	1815	0.0	1175	95.07
sp|P18177.3|TOXB_CLODI:800-1814	WP_021407773.1	89.261	1015	109	0	1	1015	801	1815	0.0	1174	94.98
sp|P18177.3|TOXB_CLODI:800-1814	AYD68677.1	89.261	1015	109	0	1	1015	801	1815	0.0	1174	94.98
sp|P18177.3|TOXB_CLODI:800-1814	WP_021426110.1	91.527	1015	86	0	1	1015	800	1814	0.0	1170	95.96
sp|P18177.3|TOXB_CLODI:800-1814	WP_021383384.1	88.571	1015	116	0	1	1015	800	1814	0.0	1170	95.47
sp|P18177.3|TOXB_CLODI:800-1814	WP_074136723.1	91.133	1015	90	0	1	1015	800	1814	0.0	1166	95.86
sp|P18177.3|TOXB_CLODI:800-1814	WP_070481156.1	87.980	1015	122	0	1	1015	801	1815	0.0	1166	94.58
sp|P18177.3|TOXB_CLODI:800-1814	WP_022620054.1	87.882	1015	123	0	1	1015	801	1815	0.0	1166	94.58
sp|P18177.3|TOXB_CLODI:800-1814	WP_107635297.1	91.232	1015	89	0	1	1015	801	1815	0.0	1165	96.06
sp|P18177.3|TOXB_CLODI:800-1814	WP_074098992.1	87.980	1015	122	0	1	1015	801	1815	0.0	1165	94.58
sp|P18177.3|TOXB_CLODI:800-1814	WP_074438763.1	87.980	1015	122	0	1	1015	801	1815	0.0	1165	94.58
sp|P18177.3|TOXB_CLODI:800-1814	WP_102834364.1	90.739	1015	94	0	1	1015	801	1815	0.0	1164	95.76
sp|P18177.3|TOXB_CLODI:800-1814	WP_095920764.1	90.936	1015	92	0	1	1015	801	1815	0.0	1162	95.96
sp|P18177.3|TOXB_CLODI:800-1814	CAC19891.1	87.586	1015	126	0	1	1015	801	1815	0.0	1162	94.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_054269369.1	88.177	1015	120	0	1	1015	800	1814	0.0	1160	94.48
sp|P18177.3|TOXB_CLODI:800-1814	WP_054275940.1	87.980	1015	122	0	1	1015	800	1814	0.0	1156	94.48
sp|P18177.3|TOXB_CLODI:800-1814	WP_107595625.1	90.837	1015	93	0	1	1015	800	1814	0.0	1150	95.47
sp|P18177.3|TOXB_CLODI:800-1814	EQG03023.1	99.897	967	1	0	1	967	800	1766	0.0	1146	100.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_021122190.1	76.969	1016	233	1	1	1015	800	1815	0.0	1061	87.99
sp|P18177.3|TOXB_CLODI:800-1814	AUO31792.1	76.969	1016	233	1	1	1015	800	1815	0.0	1060	87.89
sp|P18177.3|TOXB_CLODI:800-1814	CAA57959.1	76.870	1016	234	1	1	1015	800	1815	0.0	1060	87.89
sp|P18177.3|TOXB_CLODI:800-1814	AHB59891.1	76.870	1016	234	1	1	1015	800	1815	0.0	1060	87.99
sp|P18177.3|TOXB_CLODI:800-1814	CEK32613.1	76.870	1016	234	1	1	1015	800	1815	0.0	1059	87.89
sp|P18177.3|TOXB_CLODI:800-1814	WP_021127579.1	76.969	1016	233	1	1	1015	800	1815	0.0	1037	88.09
sp|P18177.3|TOXB_CLODI:800-1814	WP_095906333.1	47.399	1019	520	10	3	1015	804	1812	0.0	1005	69.48
sp|P18177.3|TOXB_CLODI:800-1814	EQI94941.1	99.885	866	1	0	1	866	800	1665	0.0	1005	100.00
sp|P18177.3|TOXB_CLODI:800-1814	WP_107576395.1	47.399	1019	520	10	3	1015	804	1812	0.0	1004	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021426113.1	47.399	1019	520	10	3	1015	804	1812	0.0	1004	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_102814931.1	47.399	1019	520	10	3	1015	804	1812	0.0	1003	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQI02322.1	47.399	1019	520	10	3	1015	746	1754	0.0	1003	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_107610653.1	47.301	1019	521	10	3	1015	804	1812	0.0	1002	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_105014227.1	47.399	1019	520	10	3	1015	804	1812	0.0	1002	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_076639210.1	47.399	1019	520	10	3	1015	804	1812	0.0	1002	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_032554702.1	47.399	1019	520	10	3	1015	804	1812	0.0	1002	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_107635298.1	47.203	1019	522	10	3	1015	804	1812	0.0	1001	69.19
sp|P18177.3|TOXB_CLODI:800-1814	WP_009892729.1	47.203	1019	522	10	3	1015	804	1812	0.0	1000	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_103978600.1	47.203	1019	522	10	3	1015	804	1812	0.0	1000	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_095904263.1	47.203	1019	522	10	3	1015	804	1812	0.0	1000	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074139017.1	47.203	1019	522	10	3	1015	804	1812	0.0	1000	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074089373.1	47.203	1019	522	10	3	1015	804	1812	0.0	1000	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074081364.1	47.203	1019	522	10	3	1015	804	1812	0.0	1000	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074076364.1	47.203	1019	522	10	3	1015	804	1812	0.0	1000	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074049856.1	47.203	1019	522	10	3	1015	804	1812	0.0	1000	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_021422850.1	47.203	1019	522	10	3	1015	804	1812	0.0	1000	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_107597005.1	47.203	1019	522	10	3	1015	804	1812	0.0	999	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074078569.1	47.203	1019	522	10	3	1015	804	1812	0.0	999	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_109272598.1	47.203	1019	522	10	3	1015	804	1812	0.0	999	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074438943.1	47.203	1019	522	10	3	1015	804	1812	0.0	999	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074430767.1	47.203	1019	522	10	3	1015	804	1812	0.0	999	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074081882.1	47.203	1019	522	10	3	1015	804	1812	0.0	999	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_103997084.1	47.105	1019	523	10	3	1015	804	1812	0.0	998	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_103978080.1	47.105	1019	523	10	3	1015	804	1812	0.0	998	69.19
sp|P18177.3|TOXB_CLODI:800-1814	EQG60630.1	47.203	1019	522	10	3	1015	804	1812	0.0	998	69.28
sp|P18177.3|TOXB_CLODI:800-1814	EQJ43394.1	47.203	1019	522	10	3	1015	804	1812	0.0	997	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_074074331.1	47.105	1019	523	10	3	1015	804	1812	0.0	996	69.19
sp|P18177.3|TOXB_CLODI:800-1814	EQG70092.1	47.596	1019	518	10	3	1015	804	1812	0.0	996	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQG69750.1	47.498	1019	519	10	3	1015	804	1812	0.0	996	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021394011.1	47.498	1019	519	10	3	1015	804	1812	0.0	996	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021403732.1	47.498	1019	519	10	3	1015	804	1812	0.0	995	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021397973.1	47.596	1019	518	10	3	1015	804	1812	0.0	995	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021392108.1	47.498	1019	519	10	3	1015	804	1812	0.0	995	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021411843.1	47.498	1019	519	10	3	1015	804	1812	0.0	995	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021358926.1	47.498	1019	519	10	3	1015	804	1812	0.0	995	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095891580.1	47.596	1019	518	10	3	1015	804	1812	0.0	994	69.48
sp|P18177.3|TOXB_CLODI:800-1814	WP_095903434.1	47.498	1019	519	10	3	1015	804	1812	0.0	994	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021417071.1	47.498	1019	519	10	3	1015	804	1812	0.0	994	69.28
sp|P18177.3|TOXB_CLODI:800-1814	WP_109290333.1	47.596	1019	518	10	3	1015	804	1812	0.0	993	69.48
sp|P18177.3|TOXB_CLODI:800-1814	WP_107632549.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_106817043.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095920923.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095905404.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_095893882.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077738100.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077726801.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077701423.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_076630850.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_076629438.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_009902072.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_022583414.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021418419.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021401850.1	47.596	1019	518	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQG87758.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021393724.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021388614.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021376831.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021372665.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021369285.1	47.596	1019	518	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_124984916.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077745113.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021377821.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_011860904.1	47.596	1019	518	10	3	1015	804	1812	0.0	993	69.48
sp|P18177.3|TOXB_CLODI:800-1814	WP_109420453.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_109277135.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_107598869.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_103930100.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077707133.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077726597.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077708215.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077718220.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077742221.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077700237.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077711904.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_077726807.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_074090585.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_074081830.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_042744838.1	47.596	1019	518	10	3	1015	804	1812	0.0	993	69.48
sp|P18177.3|TOXB_CLODI:800-1814	WP_022582468.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021435134.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021416087.1	47.596	1019	518	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021414120.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021413239.1	47.596	1019	518	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021411309.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021398198.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021392822.1	47.596	1019	518	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021377621.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021389693.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021378398.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	EQE82426.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	AGG91571.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_021404260.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_105161403.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_103989454.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
sp|P18177.3|TOXB_CLODI:800-1814	WP_096000517.1	47.498	1019	519	10	3	1015	804	1812	0.0	993	69.38
